0.000000   108726.948784   73759.992112   1082999.247009   1097826.253624   116176.302911   143314.487758   222689.058241   133383.041419   163810.553614   186808.435486   84644.239572   100975.773641   177828.005443   248747.207873   316517.205581   74690.881012   555085.784955   9836691.663133   128472.249655   243210.376771   237357.283269   135837.311330   164730.928906   94350.654237   160037.246596   168825.316770   45557.640559   392950.492852   336581.105284   177440.347675   142846.576125   78928.093273   5184690.348415   5556.777524   299773.459280   0.000000   
0.200000   199695.406925   152747.682895   625349.298664   1369167.441579   381900.822663   191737.042298   576302.727911   236150.395140   501896.710288   340175.891267   156814.703224   215139.821943   214706.708734   337300.829496   556709.079332   136671.177029   359133.875482   6339803.450798   259823.934807   323916.745769   412183.204930   198304.343250   349372.745175   168052.506923   183738.950962   246802.262482   150135.843340   311942.079952   227963.127333   177878.550003   261670.598939   136133.340291   7891631.230735   12270.388811   810804.258128   0.000000   
0.400000   93623.558367   76139.548034   259138.953684   628321.732097   176183.836446   160486.283161   276945.781287   213417.602498   426595.466195   376979.985840   99271.247736   96541.312913   118010.382687   241731.424904   271417.674595   140663.167523   149019.468978   2733846.618468   133834.640979   217037.932843   369648.425814   110807.787546   193062.727989   162024.415200   150999.863712   156518.321005   96516.919463   170811.736056   182934.064699   111088.094091   140865.072980   82058.696289   2655186.066009   15809.913385   759348.868138   0.000000   
0.600000   71995.043312   70334.455174   171974.460599   381073.930374   124068.859327   127946.405616   198261.492662   198413.684057   443076.982832   374405.635952   78005.142068   94234.250202   108399.262647   149935.600256   193091.546088   128174.549934   114880.894214   1639271.066060   134773.061829   219482.686099   365788.383100   103739.051293   155275.221823   160584.151263   120198.327987   126298.546697   92832.060642   131876.349393   129491.525709   83627.845426   99555.011836   94382.698423   1651257.228370   28488.898391   783089.267665   0.000000   
0.800000   51749.826414   40464.801935   129040.565318   287422.232238   90110.121227   91009.846033   175515.876455   168869.193425   486006.468907   377379.869688   45415.489170   54568.955306   84291.008700   97426.318469   186253.897473   123059.524930   79721.134775   1212171.927334   93571.704758   187911.881166   392839.011606   78090.680839   118872.315444   127559.639658   116976.088343   112516.265691   59269.128573   88219.753810   90393.415903   60946.081969   71566.704246   56509.246552   1206858.515400   21723.200857   870200.074563   0.000000   
1.000000   46758.589846   43839.409015   103157.994226   208882.823121   68544.664541   81514.112433   127211.496951   147347.857172   364700.060605   329982.356255   39371.788872   50008.169066   55993.287492   91276.726354   126972.329122   112697.750500   71533.840482   862267.562837   73558.857683   148558.337973   320079.337079   82246.358092   100407.221480   95891.275811   88815.888846   76555.114016   67408.060932   76516.116145   67816.785711   56441.195571   53019.930053   55793.283548   959698.969090   33982.406889   723508.297600   0.000000   
1.200000   35440.834678   50542.492181   81744.875414   187815.831565   76526.486698   99520.935084   126948.247640   156825.640518   368252.551014   321137.661669   38130.619075   51550.503605   64228.805959   87260.123377   139686.286946   97304.520942   54387.678880   705480.690020   65296.058791   156605.215383   313616.726409   74050.302845   107203.692132   123727.641346   93159.021649   86701.652510   73281.956884   80464.118576   83831.401027   48405.912231   57723.583356   52733.821885   792999.373561   40901.668050   716563.864672   0.000000   
1.400000   28554.202214   41838.351523   73478.865772   162691.489522   82589.471036   107663.894981   174632.177799   204778.097271   553850.189247   465552.077047   39197.165762   53280.150515   73240.571253   90581.395649   181657.443057   144994.310285   40377.511597   584872.670172   75741.250959   206353.306911   467237.443949   91841.755115   136092.110477   141398.455176   113509.593912   100911.663549   68289.777507   88502.151547   92428.743537   53718.801596   53159.596396   52384.236420   668936.108221   37818.744140   1056053.785490   0.000000   
1.600000   30126.743972   41502.027363   65900.329016   140464.804795   58153.153578   74765.001290   106424.797407   132838.736307   287164.731501   257519.363596   33788.956743   42514.230783   48509.894931   66837.449881   109532.602237   83158.600896   36036.312957   497723.838371   50159.189494   137193.828040   243639.088433   64043.678416   94231.930834   106572.902281   73729.063138   61954.244343   50371.963712   66896.631547   76246.879947   45322.127625   40576.650867   51323.479678   585071.901324   60358.129067   555830.344164   0.000000   
1.800000   34582.841148   35218.229458   59277.918401   128579.411386   67430.702472   68775.438500   97339.335913   124986.202264   242095.255910   227142.298973   34306.025878   50844.950784   52205.010785   64536.275160   91188.293270   76327.617827   45714.463575   436888.714552   61822.027840   132331.930922   203044.306486   55122.784861   94608.604306   90115.147642   68982.806106   61372.656416   43516.466634   63847.738426   69116.460618   39559.747587   40620.273112   56707.809018   519318.604488   213035.563468   472097.721316   0.000000   
