0.000000   182490.780465   564909.021270   298571.268899   1376191.011013   183243.918175   302018.147461   374830.087586   346983.315640   425847.184476   453918.124702   1294454.294548   144539.130898   185179.533855   171262.624658   264725.761788   192941.966024   1316600.821104   522897.783909   438619.231012   541737.415212   585188.545079   301392.931914   664539.416340   370098.252536   272340.124424   297909.235645   277824.645644   465128.749076   287039.448230   324552.937296   160163.477106   390979.485936   887706.613825   1018792.045138   
0.100000   279408.944523   319632.831020   551794.556017   589412.865206   380941.126377   597982.356928   740653.220521   764244.118131   1880868.320323   1970336.491778   747778.794530   247628.175637   212433.392542   314249.394299   706051.363272   666448.834714   936463.232720   730859.434698   448038.755030   785902.138831   1736272.354555   538764.014245   655133.796684   553373.866487   537101.512240   602911.543880   288566.482541   627275.632566   448870.212473   422918.266771   202015.299270   374187.353994   2388120.950891   3107245.389320   
0.200000   151587.919547   184896.930554   180972.734617   282654.183025   162494.416289   282062.053534   280343.186172   294497.128192   856478.636240   916275.933898   280112.262475   129981.956097   108471.988047   155007.703809   332293.245877   319111.313371   336173.076638   297058.009099   219451.324095   367726.496682   800073.493866   214084.288889   265780.584400   284957.863506   204056.214494   267588.534276   164997.653037   255926.883054   259692.905348   167357.462076   86547.745628   214481.182319   660158.443669   1614675.011699   
0.300000   88044.190477   115824.221965   139417.549947   190997.145122   155425.854538   209056.864011   224064.778060   230678.976135   643235.694940   728001.549834   177840.948614   84742.222188   99125.215665   143848.138054   247929.036183   271438.129244   221284.932982   192641.829279   190798.857770   243415.808680   546518.625202   219562.744924   220664.235233   205191.890001   171293.077348   214233.622428   113812.399274   184759.363993   192495.992316   154641.134672   67225.753432   176058.939595   414382.270292   1101919.443699   
0.400000   79080.972297   92384.587841   103066.811110   146934.340958   89116.899529   166872.174732   167953.429482   191150.470959   426146.246816   431943.681524   164584.250433   58220.319828   84253.184795   72536.748158   209520.835698   172436.984364   182766.792365   155937.277949   116167.758664   234238.912146   363631.849915   145465.615560   180009.519695   207095.229752   125809.342755   185422.933097   73472.358198   156833.835415   167185.612811   92332.473085   55397.365569   160523.163943   304660.565932   674686.625425   
0.500000   65492.149146   101462.428236   79987.834257   122341.985774   82013.572522   109937.328679   142353.412400   141907.770387   393003.335067   441950.400588   117447.921592   53448.340493   61436.819360   90407.972066   154779.597656   144961.013417   132066.146139   116480.891427   114162.239994   163977.905542   382116.147651   168331.751159   119565.195399   133524.152292   110585.940270   125645.946071   67620.904200   90907.473553   104055.129240   79503.158630   42934.639861   133605.604923   233866.713895   687112.108769   
0.600000   42112.653001   65427.409879   64420.410422   101885.253867   67260.246131   93926.284348   96472.964843   100718.940811   246888.524430   285912.976633   85711.564599   32920.817606   33813.868744   67976.551005   103642.629740   104777.881667   98515.725765   96809.354818   86180.742363   116942.069592   253613.049645   106409.300116   94405.814929   108471.983469   82241.280369   81309.772983   40233.807600   86314.160509   98734.453291   68102.038632   30270.870451   78943.351258   193577.406378   452331.891000   
0.700000   40073.854364   52889.125296   49358.867964   78555.923453   55188.073103   65005.702961   81761.161482   79652.182811   196449.158052   273763.837472   77254.496603   26826.260322   30183.678213   49407.947208   75318.124710   86643.790629   84519.920541   70911.000681   71291.501705   82468.696479   232757.743882   88935.220145   74474.443728   66856.869967   66386.092289   52097.137383   34582.017765   63244.142778   64395.163146   54410.769324   37318.347882   60579.233636   158631.551966   428007.867002   
0.800000   44455.536081   46701.278994   57230.787427   78120.049801   65092.308579   65701.002272   70589.876632   73557.140661   198537.142014   233152.484419   60335.289038   26583.207461   30774.880488   49400.534111   74141.473395   78623.021816   68725.767493   81532.466285   76887.945025   80475.085480   203809.989212   81053.446842   71288.433191   75673.424456   67430.889693   60609.970322   38254.341416   64941.298845   77919.387557   62773.799465   28484.885938   62132.088470   144574.341603   339130.659296   
0.900000   30930.906326   47551.176029   51237.486513   67298.793038   57308.844019   71629.898045   70666.532468   68785.085100   156337.784117   179311.819125   54215.276752   28399.410715   31113.268098   38438.270770   66136.994798   67286.537382   61817.589076   73276.090022   69721.496514   78390.525443   169681.792881   60844.507951   70153.975079   81353.663505   66612.890961   46348.746221   36309.370480   63227.908726   73487.190835   56743.885434   27672.780763   46844.883493   126571.686422   251369.246231   
1.000000   47486.488081   37440.718742   55344.484048   62534.597991   59983.489860   62550.694640   76316.814030   61334.808097   124440.287446   150899.787959   47599.395431   28814.493643   28129.364099   34866.718053   63220.612137   61027.217231   62381.537698   57957.416370   72110.924722   76226.696611   136615.782047   53635.713190   68825.994235   79657.919834   68487.086252   42786.549400   32376.946644   58593.403120   63941.159011   55154.183937   27674.346011   50355.490836   113449.925004   212708.992205   
1.100000   28587.340901   36263.317232   41592.980666   56466.936489   47279.842955   64262.176881   83278.796738   81490.414632   192056.934744   256939.769043   45125.837470   27239.655925   27513.451573   55922.118827   82145.616794   89936.075221   50056.533154   49489.427228   62028.586260   85540.004690   222090.567790   74454.846346   66390.552923   69977.747880   63922.346899   47929.513209   42828.779295   52338.995792   55172.367570   45595.792068   29387.547964   39042.627546   113996.037531   355378.087300   
1.200000   22011.902793   26062.326404   31868.140096   40688.135384   47434.992076   51330.785896   70975.961198   70476.778086   165328.239700   215033.761956   41332.231123   21667.981442   25411.044852   42251.715555   72189.993751   79832.854580   50696.659333   38312.072063   56372.747032   71655.411121   185863.577987   64300.607346   59530.297651   67499.111840   62591.224775   41065.079302   32979.809990   39760.498907   51140.964454   41416.086889   25563.186818   32475.998336   99820.618747   315290.649398   
1.300000   25222.821998   29238.592341   34900.330384   39944.818403   37865.747230   47124.065016   63956.021533   58606.113552   122723.574397   156571.741693   39954.537206   22803.481701   21990.032636   32025.512890   58299.239096   62636.998445   49318.595832   35666.141116   44463.266959   65378.596924   124438.178673   46422.238143   50656.520604   53314.722114   52806.081101   37685.440609   26834.727896   38064.304660   43801.651548   36981.912509   19052.714143   29306.121549   88355.078706   235342.496444   
1.400000   30648.388332   32834.123550   58956.071007   57183.580258   55445.901786   54559.971513   57628.385700   55848.704284   114436.498279   132641.815719   38229.191088   22676.041101   23162.980086   30785.940299   52020.998881   53767.811358   47378.098875   60968.334216   58811.277679   61416.541939   123875.118665   41145.698799   56683.327603   60399.441132   57851.169216   31552.146741   28279.749249   51589.864566   57341.811150   58828.670193   25145.197175   23982.039223   83369.183489   206477.950374   
1.500000   25506.316462   29219.903980   40201.463886   43960.286348   42166.573891   48210.251311   59873.709926   57253.812865   104564.396039   134155.807145   33473.760689   19638.465343   16389.179438   30105.661186   55742.423945   56465.844894   43107.309085   41826.616218   50445.458951   59185.522418   110719.233237   42179.574040   51696.673254   53571.640306   52615.037391   32988.723240   23876.385889   40594.750906   44843.103370   40031.660448   19154.397695   23540.443727   77626.394375   187653.871077   
